direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
AGUERO Y MANSILLA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - AGÜERO (85),Escala Humana,,2017,RECOLETA,2,
RIOBAMBA Y JUNCAL,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RIOBAMBA (64),Escala Humana,,2017,RECOLETA,2,
PLAZA VICENTE LOPEZ,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA VICENTE LOPEZ (12),Escala Humana,,2017,RECOLETA,2,
VILLARROEL Y HUMBOLDT,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - VILLARROEL (185),Escala Humana,,2017,VILLA CRESPO,15,
CASTILLO 815 ENTRE THAMES Y SERRANO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CASTILLO (100),Escala Humana,,2017,VILLA CRESPO,15,
BILLINGHURST 1533 Y MANSILLA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - BILLINGHURST Y MANSILLA (181),Escala Humana,,2017,RECOLETA,2,
ARAOZ 1413 ENTRE GORRITI Y HONDURAS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARAOZ (70),Escala Humana,,2017,PALERMO,14,
AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO (2),Escala Humana,,2017,RETIRO,1,
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO II (130),Escala Humana,,2017,RETIRO,1,
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RETIRO III (131),Escala Humana,,2017,RETIRO,1,
GUZMAN Y LEIVA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - GUZMAN (94),Escala Humana,,2017,CHACARITA,15,
COSTA RICA 4090 Y ACUÑA DE FIGUEROA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - COSTA RICA (122),Escala Humana,,2017,PALERMO,14,
ARROYO Y SUIPACHA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARROYO (78),Escala Humana,,2017,RETIRO,1,
AZCUENAGA Y PEÑA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PEÑA (30),Escala Humana,,2017,RECOLETA,2,
GÑEMES 3328 Y CORONEL DIAZ,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CORONEL DIAZ (59),Escala Humana,,2017,PALERMO,14,
SALGUERO JERONIMO Y MANSILLA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA GUEMES (25),Escala Humana,,2017,PALERMO,14,
COSTA RICA Y MALABIA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA PALERMO VIEJO (56),Escala Humana,,2017,PALERMO,14,
VICENTE LOPEZ 2050 ENTRE JUNIN Y URIBURU,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CEMENTERIO DE LA RECOLETA (166),Escala Humana,,2017,RECOLETA,2,
FITZ ROY 1092 Y LOYOLA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - FITZ ROY (101),Escala Humana,,2017,CHACARITA,15,
PLAZA EMILIO MITRE - LARREA Y PACHECO DE MELO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - EMILIO MITRE (119),Escala Humana,,2017,RECOLETA,2,
MANUEL QUINTANA 600,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - QUINTANA (115),Escala Humana,,2017,RECOLETA,2,
AV CORRIENTES 6800 Y FEDERICO LACROZE,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - FEDERICO LACROZE (104),Escala Humana,,2017,CHACARITA,15,
GÑEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - JULIAN ALVAREZ (65),Escala Humana,,2017,PALERMO,14,
JUAN MARIA GUTIERREZ ENTRE AGUERO Y LAPRIDA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - GUTIERREZ (90),Escala Humana,,2017,RECOLETA,2,
GUATEMALA 4799 ENTRE J.L. BORGES Y GURRUCHAGA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - GUATEMALA (113),Escala Humana,,2017,PALERMO,14,
ARMENIA 2393 Y CHARCAS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARMENIA (123),Escala Humana,,2017,PALERMO,14,
PARQUE LAS HERAS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE LAS HERAS (9),Escala Humana,,2017,PALERMO,14,
LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL RIVADAVIA (50),Escala Humana,,2017,PALERMO,14,
AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - FACULTAD DE DERECHO (1),Escala Humana,,2017,RECOLETA,2,
CABELLO ENTRE CNEL DIAZ Y ORTIZ DE OCAMPO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CABELLO (89),Escala Humana,,2017,PALERMO,14,
UGARTECHE ENTRE CABELLO Y LAS HERAS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - UGARTECHE (124),Escala Humana,,2017,PALERMO,14,
RAVIGNANI 1883 Y COSTA RICA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RAVIGNANI (145),Escala Humana,,2017,PALERMO,14,
AV. SANTA FE Y AV. SARMIENTO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA ITALIA (5),Escala Humana,,2017,PALERMO,14,
ZAPIOLA Y DORREGO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - DISTRITO AUDIOVISUAL (20),Escala Humana,,2017,COLEGIALES,13,
RAVIGNANI 2171 Y GUATEMALA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RAVIGNANI Y GUATEMALA (182),Escala Humana,,2017,PALERMO,14,
PACIFICO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PACIFICO (14),Escala Humana,,2017,PALERMO,14,
AV FIGUEROA ALCORTA Y SAN MARTIN DE TOURS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - MALBA (103),Escala Humana,,2017,PALERMO,14,
AV DEL LIBERTADOR Y AV SARMIENTO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ZOOLOGICO (44),Escala Humana,,2017,PALERMO,14,
GODOY CRUZ 3291 ENTRE AV DEL LIBERTADOR Y SEGUI,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - GODOY CRUZ Y LIBERTADOR (160),Escala Humana,,2017,PALERMO,14,
GRAL URQUIZA Y RONDEAU,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - URQUIZA (41),Escala Humana,,2017,PARQUE PATRICIOS,4,
LAS CASAS 3587 ENTRE AV. BOEDO Y ALZAGA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - LAS CASAS (140),Escala Humana,,2017,BOEDO,5,
HOSPITAL GARRAHAN: AV BRASIL Y PICHINCHA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL GARRAHAN (107),Escala Humana,,2017,PARQUE PATRICIOS,4,
PERU 490 Y VENEZUELA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - VENEZUELA (72),Escala Humana,,2017,MONSERRAT,1,
RIVADAVIA Y CARLOS PELLEGRINI,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RIVADAVIA Y 9 DE JULIO (191),Escala Humana,,2017,SAN NICOLAS,1,
AYACUCHO ENTRE PERON JUAN Y BARTOLOME MITRE,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - AYACUCHO (76),Escala Humana,,2017,BALVANERA,3,
RAWSON ENTRE POTOSI Y DIAZ VELEZ,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL ITALIANO (82),Escala Humana,,2017,ALMAGRO,5,
"AV. PATRICIAS ARGENTINAS 401, ENTRE JUANA DE IBARBOUROU Y AV. MACHADO",-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - INSTITUTO LELOIR (74),Escala Humana,,2017,CABALLITO,6,
GUARDIA VIEJA 3302,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CARLOS GARDEL (96),Escala Humana,,2017,BALVANERA,3,
MAIPU 820,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CORDOBA (62),Escala Humana,,2017,RETIRO,1,
ING. BUTTY Y LEANDRO N. ALEM,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - INGENIERO BUTTY (35),Escala Humana,,2017,RETIRO,1,
ARENALES Y CERRITO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARENALES (22),Escala Humana,,2017,RETIRO,1,
NICARAGUA 5690 ENTRE BONPLAND Y FITZ ROY,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - NICARAGUA (133),Escala Humana,,2017,PALERMO,14,
SANTA FE 5327 ENTRE DORREGO Y AREVALO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - MINISTRO CARRANZA (58),Escala Humana,,2017,PALERMO,14,
HIPOLITO YRIGOYEN ENTRE MUÑIZ Y LA PLATA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HIPOLITO YRIGOYEN (167),Escala Humana,,2017,ALMAGRO,5,
ROQUE SAENZ PEÑA Y SUIPACHA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - DIAGONAL NORTE (42),Escala Humana,,2017,SAN NICOLAS,1,
RECONQUISTA 716 Y AV CORDOBA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - RECONQUISTA (63),Escala Humana,,2017,SAN NICOLAS,1,
AUSTRIA 2080 ENTRE FRENCH Y JUNCAL,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - AUSTRIA Y FRENCH (200),Escala Humana,,2017,,,
ESTADOS UNIDOS 3568 ENTRE BOEDO Y MAZA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ESTADOS UNIDOS Y BOEDO (199),Escala Humana,,2017,,,
CATULO CASTILLO 2896 Y DEAN FUNES,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL SARDA (198),Escala Humana,,2017,,,
QUINTINO BOCAYUVA Y DON BOSCO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - QUINTINO BOCAYUVA (197),Escala Humana,,2017,,,
PI Y MARGALL 750 ENTRE NECOCHEA Y ALTE. BROWN,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL ARGERICH (196),Escala Humana,,2017,,,
AV JUAN DE GARAY Y LUIS SAENZ PEÑA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA GARAY (195),Escala Humana,,2017,,,
"PERON, JUAN DOMINGO TTE 3989 ENTRE FRANCISCO ACUÑA DE FIGUEROA Y MEDRANO",-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PERÓN Y ACUÑA DE FIGUEROA (194),Escala Humana,,2017,,,
ARENALES 2882 Y AGUERO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARENALES Y AGÜERO (193),Escala Humana,,2017,,,
TALCAHUANO 1034 Y MARCELO T DE ALVEAR,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - TALCAHUANO (192),Escala Humana,,2017,,,
JUNCAL 3320 Y JERONIMO SALGUERO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - JUNCAL (190),Escala Humana,,2017,,,
POSADAS 1350 ENTRE MONTEVIDEO Y RODRIGUEZ PEÑA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - POSADAS (189),Escala Humana,,2017,,,
ARANGUREN 188 ENTRE PORTUGAL Y EDUARDO ACEVEDO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARANGUREN (188),Escala Humana,,2017,,,
CHACO 250,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE RIVADAVIA (187),Escala Humana,,2017,,,
ADOLFO ALSINA 2910 Y CATAMARCA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CATAMARCA (186),Escala Humana,,2017,,,
"33 ORIENTALES 1439, ENTRE AV. PAVON Y AV. GARAY",-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PAVÓN Y 33 ORIENTALES (185),Escala Humana,,2017,,,
PEDRO ECHAGUE 1878 ENTRE COMBATE DE LOS POZOS Y AV ENTRE RIOS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PEDRO ECHAGUE (184),Escala Humana,,2017,,,
MEXICO 1652 ENTRE VIRREY CEVALLOS Y SOLIS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - VIRREY CEVALLOS (183),Escala Humana,,2017,,,
CASTRO 680 ENTRE MEXICO Y AGRELO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CASTRO Y MEXICO (179),Escala Humana,,2017,,,
JOSE MARMOL 803 Y ESTADOS UNIDOS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - JOSÉ MARMOL (178),Escala Humana,,2017,,,
SENILLOSA 989 Y ZUVIRIA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - SENILLOSA Y ZUVIRÍA (157),Escala Humana,,2017,,,
PLAZA ALEMANIA: DEL LIBERTADOR AV Y CAVIA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLAZA ALEMANIA (156),Escala Humana,,2017,,,
PQUE. JOSE E. URIBURU - ALMAFUERTE 300,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PARQUE URIBURU (155),Escala Humana,,2017,,,
AV BRASIL 1050 Y LIMA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CONSTITUCIÓN I (147),Escala Humana,,2017,,,
AV BRASIL 1060 Y LIMA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CONSTITUCIÓN II (148),Escala Humana,,2017,,,
ARMENIA 1525 ENTRE GORRITI Y HONDURAS,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ARMENIA Y GORRITI (142),Escala Humana,,2017,,,
SOLIS 225 Y ADOLFO ALSINA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - SOLIS Y ALSINA (141),Escala Humana,,2017,,,
AZOPARDO 700 Y CHILE,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - AZOPARDO Y CHILE (137),Escala Humana,,2017,,,
"AV. ROLDAN, BELISARIO Y AV. SARMIENTO",-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PLANETARIO (177),Escala Humana,,2017,,,
MARCELO T DE ALVEAR 1698 Y RODRIGUEZ PEÑA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - MINISTERIO DE EDUCACIÓN (174),Escala Humana,,2017,,,
PASTEUR 501 ENTRE TUCUMAN Y LAVALLE,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PASTEUR (171),Escala Humana,,2017,,,
SAN LUIS 2862 ENTRE ECUADOR Y BOULOGNE SUR MER,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - SAN LUIS Y ECUADOR (170),Escala Humana,,2017,,,
HIPOLITO YRIGOYEN Y 24 DE NOVIEMBRE,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - FACULTAD DE PSICOLOGÍA (169),Escala Humana,,2017,,,
PLAZA MONSEÑOR MIGUEL DE ANDREA (ANCHORENA 900),-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - PZA MONSEÑOR M. DE ANCHORENA (165),Escala Humana,,2017,,,
BARTOLOME MITRE Y AV PUEYRREDON,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ONCE II (163),Escala Humana,,2017,,,
LARREA ENTRE BARTOLOME MITRE Y AV RIVADAVIA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - LARREA Y MARTOLOMÉ MITRE (162),Escala Humana,,2017,,,
FITZ ROY 1590 Y GORRITI,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - GORRITI (159),Escala Humana,,2017,,,
SANTOS DUMONT 4380 Y OTERO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - SANTOS DUMONT Y OTERO (127),Escala Humana,,2017,,,
FRAY JUSTO SANTAMARIA DE ORO Y GUATEMALA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - F. J. SANTAMARÍA DE ORO (125),Escala Humana,,2017,,,
PERU 1016 ENTRE HUMBERTO PRIMO Y CARLOS CALVO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HUMBERTO PRIMO (117),Escala Humana,,2017,,,
BERUTI Y ECUADOR,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - HOSPITAL ALEMÁN (116),Escala Humana,,2017,,,
ROSETI 50 Y AV DORREGO,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ROSETI (102),Escala Humana,,2017,,,
AV RIVADAVIA Y PARANA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - CONGRESO II (39),Escala Humana,,2017,,,
ESTADOS UNIDOS Y LIMA,-35,-58,33,200 estaciones de Eco Bici(2017),ECOBICI - ESTADOS UNIDOS (168),Escala Humana,,2017,,,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Estación Rivadavia,Disfrute y Convivencia,,2017,NUÑEZ,13,200 Obras y Proyectos con participación de vecinos (Estación Rivadavia)
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Boulevard Comodoro M. Rivadavia - elección de actividad deportiva a sumar,Disfrute y Convivencia,,2017,NUÑEZ,13,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Saavedra,Disfrute y Convivencia,,2017,SAAVEDRA,12,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),Parque General Paz,Disfrute y Convivencia,,2017,SAAVEDRA,12,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque 3 de Febrero: propuestas de ampliación del Circuito Aeróbico,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),Patio Deportivo Villa Pueyrredon: elección de cancha para agregar,Disfrute y Convivencia,,2017,VILLA PUEYRREDON,12,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Entorno CMA (Centro Metropolitano Audiovisual),Disfrute y Convivencia,,2017,COLEGIALES,13,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Patio Urbano Paraguay: determinación de su uso,Disfrute y Convivencia,,2017,PALERMO,14,
"J. Salguero, Av. Las Heras, Av. Cnel Díaz, Juncal",-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Las Heras,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Thays: participación vecinal para decidir tipo de cancha a construir,Disfrute y Convivencia,,2017,RECOLETA,2,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Plazoleta Julio Cortázar,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Pasaje Anasagasti,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Area Ambiental Retiro: propuestas de mejora de los vecinos,Disfrute y Convivencia,,2017,RETIRO,1,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Isla de La Paternal,Disfrute y Convivencia,,2017,PATERNAL,15,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Patio Gurruchaga: elección de nuevo sector para chicos,Disfrute y Convivencia,,2017,VILLA CRESPO,15,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Puesta en Valor Plaza de la Libertad,Disfrute y Convivencia,,2017,RETIRO,1,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Metrobus San Martin (Estación Jonte) - 24.845 votos,Disfrute y Convivencia,,2017,PATERNAL,15,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Pasaje Panamá y Troilo: decisión sobre nuevos bancos de madera,Disfrute y Convivencia,,2017,ALMAGRO,5,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Plaza del Congreso: decisión vecinal sobre el enrejado de Plaza Lorea,Disfrute y Convivencia,,2017,MONSERRAT,1,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Area ambiental Calle Tacuarí: propuestas de vecinos para puesta en valor,Disfrute y Convivencia,,2017,MONSERRAT,1,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Entorno Urbano Parque Rivadavia: propuestas de vecinos para puesta en valor,Disfrute y Convivencia,,2017,CABALLITO,6,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Avenidas y centros comerciales a cielo abierto – Av. Rivadavia,Disfrute y Convivencia,,2017,CABALLITO,6,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Bajo Autopista 25 de Mayo y Av. Entre Ríos,Disfrute y Convivencia,,2017,SAN CRISTOBAL,3,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Bajo Autopista Avenida Jujuy,Disfrute y Convivencia,,2017,SAN CRISTOBAL,3,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Polo Circo – Etapa 2,Disfrute y Convivencia,,2017,PARQUE PATRICIOS,4,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Bajo Autopista 25 de Mayo y Av. La Plata,Disfrute y Convivencia,,2017,BOEDO,5,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Bajo Autopista José M. Moreno,Disfrute y Convivencia,,2017,PARQUE CHACABUCO,7,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Chacabuco,Disfrute y Convivencia,,2017,PARQUE CHACABUCO,7,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Patricios,Disfrute y Convivencia,,2017,PARQUE PATRICIOS,4,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Boulevard Bilbao – Etapa 2: puesta en valor propuestas de vecinos,Disfrute y Convivencia,,2017,FLORES,7,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Pasaje Garibaldi: propuestas de vecinos,Disfrute y Convivencia,,2017,BOCA,4,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Alberdi- Etapa II,Disfrute y Convivencia,,2017,MATADEROS,9,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Estación Soldati,Disfrute y Convivencia,,2017,VILLA SOLDATI,8,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque Indoamericano,Disfrute y Convivencia,,2017,VILLA SOLDATI,8,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Plazoleta de los Milagros,Disfrute y Convivencia,,2017,VILLA LUGANO,8,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Parque de Las Victorias – Etapa 2: propuestas de los vecinos,Disfrute y Convivencia,,2017,VILLA LUGANO,8,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Puesta en valor de calle Soldado de la Frontera (Plazoleta Barrio Gral. Savio),Disfrute y Convivencia,,2017,VILLA LUGANO,8,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Caniles: elección de priorización de mejora de canil (Plaza Noruega) - 15.036 votos,Disfrute y Convivencia,,2017,BELGRANO,13,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),PBN Congreso: elección de nombre Luis Alberto Spinetta - 58.358 votos,Disfrute y Convivencia,,2017,COGHLAN,12,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Buenos Aires Corre (BAC) - 6.359 votos,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),TANGO BA Festival en Teatro 25 de Mayo - 12.214 votos,Disfrute y Convivencia,,2017,VILLA URQUIZA,12,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Ecoparque Interactivo - 24.228 votos,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Previa Masticaren el Espacio Dorrego - 18.280 votos,Disfrute y Convivencia,,2017,COLEGIALES,13,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Campaña de concientización sobre heces caninas: en el Parque las Heras - 17.068 votos,Disfrute y Convivencia,,2017,PALERMO,14,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Elección de Talleres en el Centro Cultural Recoleta - 11.763 votos,Disfrute y Convivencia,,2017,RECOLETA,2,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),BAFICI en la Sala: elección de film  - 13.611 votos,Disfrute y Convivencia,,2017,RECOLETA,2,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),Actividades para la Jornada Escuela Abierta - 4.622 votos,Disfrute y Convivencia,,2017,VILLA DEVOTO,11,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Metrobus San Martin: Elección de nombre Pappo Napolitano - 37.661 votos,Disfrute y Convivencia,,2017,VILLA CRESPO,15,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Taller de Paseo: elección de los vecinos en Parque Centenario - 5.351 votos,Disfrute y Convivencia,,2017,CABALLITO,6,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Mural Multisensorial: elección de mural para Estación Primera Junta Línea A - 11.150 votos,Disfrute y Convivencia,,2017,CABALLITO,6,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),FIAB: Ferias Itinerantes de Abastecimiento Barrial en Plaza Terán - 4.117 votos,Disfrute y Convivencia,,2017,VILLA REAL,10,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),WiFi: Los vecinos eligieron que Plaza Velez Sarsfield tenga WiFi gratis - 13.515 votos,Disfrute y Convivencia,,2017,FLORESTA,10,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Jornada de Adopción de Mascotas: en Parque Chacabuco - 20.487 votos,Disfrute y Convivencia,,2017,PARQUE CHACABUCO,7,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),BA BAILA: elección de ritmos para incorporar al concurso (pque. Chacabuco) - 10.463 votos,Disfrute y Convivencia,,2017,PARQUE CHACABUCO,7,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Metrobus Sur: elección de nombre de estación San Lorenzo - 27.074 votos,Disfrute y Convivencia,,2017,FLORES,7,
,-35,-59,20,200 Obras y Proyectos por votación ciudadana (2017),Atenciones veterinarias y castraciones gratuitas: en Plaza Salaberry - 3.979 votos,Disfrute y Convivencia,,2017,MATADEROS,9,
,-35,-58,20,200 Obras y Proyectos por votación ciudadana (2017),Duatlón: en el Autódromo de la Ciudad - 8.058 votos,Disfrute y Convivencia,,2017,VILLA RIACHUELO,8,
